Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,age,TotalMnt,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,index,cluster
46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,59,16,False,False,True,False,False,False,False,True,False,False,False,False,False,619,2
84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,69,1375,False,False,True,False,False,False,False,False,False,True,False,False,False,620,0
56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,59,393,False,False,True,False,False,False,False,False,True,False,False,False,False,621,1
63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,71,1477,False,False,False,True,False,False,False,True,False,False,False,False,False,622,1
73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,50,1179,False,False,True,False,False,False,False,False,True,False,False,False,False,623,1
63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,61,1005,False,False,True,False,False,False,False,False,False,False,True,False,False,624,1
76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,73,1348,False,False,False,False,True,False,False,False,False,False,True,False,False,625,1
62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,62,1307,False,False,False,False,True,False,False,True,False,False,False,False,False,626,1
45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,57,486,False,False,True,False,False,False,False,False,False,True,False,False,False,627,1
77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,74,2252,False,False,False,True,False,False,False,False,False,False,True,False,False,628,0
46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,50,235,False,False,False,False,True,False,False,False,True,False,False,False,False,629,2
105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,51,1724,False,False,True,False,False,False,False,False,False,False,True,False,False,630,0
55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,51,235,False,False,False,True,False,False,False,True,False,False,False,False,False,631,2
78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,44,1092,False,False,False,True,False,False,False,False,True,False,False,False,False,632,1
66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,63,599,False,False,True,False,False,False,False,False,False,False,True,False,False,633,1
98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,61,2008,False,False,False,True,False,False,False,False,False,True,False,False,False,634,0
29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,36,48,False,False,True,False,False,False,False,False,False,False,True,False,False,635,2
67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,47,1174,False,False,True,False,False,False,False,False,True,False,False,False,False,636,1
50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,71,67,False,False,False,False,True,False,False,False,False,False,True,False,False,637,2
49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,66,365,False,False,True,False,False,False,False,True,False,False,False,False,False,638,1
153924.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,46,6,False,False,True,False,False,False,False,True,False,False,False,False,False,639,2
61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,68,165,False,False,True,False,False,False,False,False,False,False,True,False,False,640,2
26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,63,210,True,False,False,False,False,False,False,False,False,False,True,False,False,641,2
73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,74,1095,False,False,False,False,True,False,False,False,False,False,True,False,False,642,1
46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,55,223,False,False,False,False,True,False,False,False,False,True,False,False,False,643,2
56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,58,597,False,False,True,False,False,False,False,False,False,False,True,False,False,644,1
19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,36,22,False,False,True,False,False,False,False,False,True,False,False,False,False,645,2
58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,46,1064,False,False,True,False,False,False,False,False,False,False,False,True,False,646,0
25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,41,74,False,True,False,False,False,False,False,False,True,False,False,False,False,647,2
14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,65,26,False,False,False,True,False,False,False,False,False,False,True,False,False,648,2
18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,62,60,False,False,True,False,False,False,False,False,True,False,False,False,False,649,2
45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,47,20,False,False,False,False,True,False,False,False,False,False,True,False,False,650,2
21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,34,59,False,True,False,False,False,False,False,False,False,True,False,False,False,651,2
29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,53,34,False,False,False,False,True,False,False,False,True,False,False,False,False,652,2
54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,50,198,True,False,False,False,False,False,False,False,True,False,False,False,False,653,2
59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,57,1048,False,False,False,False,True,False,False,False,True,False,False,False,False,654,1
59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,59,574,False,False,False,True,False,False,False,False,False,True,False,False,False,655,1
66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,51,1029,False,False,True,False,False,False,False,False,False,False,False,True,False,656,0
77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,41,670,False,False,True,False,False,False,False,False,True,False,False,False,False,657,1
52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,46,990,False,False,False,False,True,False,False,False,False,True,False,False,False,658,1
26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,47,11,False,False,True,False,False,False,False,False,True,False,False,False,False,659,2
81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,58,1241,False,False,False,False,True,False,False,False,True,False,False,False,False,660,1
70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,42,576,False,False,True,False,False,False,False,False,False,True,False,False,False,661,0
36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,36,172,True,False,False,False,False,False,False,False,True,False,False,False,False,662,2
65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,41,664,False,False,False,False,True,False,False,False,False,True,False,False,False,663,1
68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,58,928,False,False,True,False,False,False,False,True,False,False,False,False,False,664,1
68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,54,2074,False,False,True,False,False,False,False,True,False,False,False,False,False,665,0
41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,39,467,True,False,False,False,False,False,False,False,False,False,True,False,False,666,2
38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,66,257,False,False,True,False,False,False,False,False,False,False,True,False,False,667,2
65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,54,1146,False,False,True,False,False,False,False,False,False,False,True,False,False,668,0
66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,45,689,False,False,False,False,True,False,False,True,False,False,False,False,False,669,1
86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,49,2114,False,False,False,False,True,False,False,False,False,True,False,False,False,670,0
160803.0,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0,39,1717,False,False,False,False,True,False,False,False,True,False,False,False,False,671,0
77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,32,1346,False,False,False,False,True,False,False,False,False,False,True,False,False,672,0
69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,52,1044,False,False,False,False,True,False,False,False,False,False,True,False,False,673,0
50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,61,493,False,False,False,False,True,False,False,True,False,False,False,False,False,674,1
61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,51,957,False,False,True,False,False,False,False,False,False,True,False,False,False,675,0
42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,63,270,False,False,False,True,False,False,False,False,False,False,True,False,False,676,1
13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,69,29,False,True,False,False,False,False,False,False,False,False,True,False,False,677,2
47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,72,121,False,False,False,True,False,False,False,False,False,False,False,True,False,678,2
61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,60,126,False,False,False,True,False,False,False,False,True,False,False,False,False,679,2
34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,26,23,False,False,True,False,False,False,False,False,False,True,False,False,False,680,2
26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,72,57,False,False,False,False,True,False,False,False,False,True,False,False,False,681,2
45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,60,636,False,False,True,False,False,False,False,False,False,True,False,False,False,682,1
78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,61,1004,False,False,True,False,False,False,False,False,False,False,True,False,False,683,0
78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,48,734,False,False,True,False,False,False,False,True,False,False,False,False,False,684,1
71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,43,614,False,False,True,False,False,False,False,False,True,False,False,False,False,685,1
71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,43,1453,False,False,True,False,False,False,False,True,False,False,False,False,False,686,1
90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,33,1621,False,False,False,True,False,False,False,False,False,True,False,False,False,687,0
41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,53,187,False,False,False,True,False,False,False,True,False,False,False,False,False,688,2
71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,35,1443,False,False,True,False,False,False,False,False,True,False,False,False,False,689,0
35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,51,57,False,False,False,False,True,False,False,True,False,False,False,False,False,690,2
43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,70,637,False,False,True,False,False,False,False,True,False,False,False,False,False,691,1
66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,73,948,False,False,False,False,True,False,False,False,False,False,True,False,False,692,1
35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,50,59,False,False,False,True,False,False,False,False,True,False,False,False,False,693,2
25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,35,18,False,False,True,False,False,False,False,False,True,False,False,False,False,694,2
55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,56,903,False,False,False,True,False,False,False,False,False,True,False,False,False,695,1
33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,46,112,False,False,True,False,False,False,False,False,False,True,False,False,False,696,2
58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,68,596,False,False,True,False,False,False,False,False,False,False,True,False,False,697,1
50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,39,233,False,False,True,False,False,False,False,False,False,False,True,False,False,698,2
76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,46,1511,False,False,False,False,True,False,False,False,True,False,False,False,False,699,0
87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,61,1152,True,False,False,False,False,False,False,True,False,False,False,False,False,700,0
25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,43,48,False,False,True,False,False,False,False,False,False,False,True,False,False,701,2
58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,51,1185,False,False,True,False,False,False,False,True,False,False,False,False,False,702,1
45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,63,21,False,False,True,False,False,False,False,False,False,True,False,False,False,703,2
74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,56,965,False,False,False,True,False,False,False,False,True,False,False,False,False,704,1
59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,67,869,False,False,True,False,False,False,False,False,True,False,False,False,False,705,1
18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,37,16,False,False,False,False,True,False,False,False,True,False,False,False,False,706,2
72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,56,1947,False,False,True,False,False,False,False,False,True,False,False,False,False,707,0
7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,45,71,False,False,True,False,False,False,False,False,True,False,False,False,False,708,2
44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,55,65,False,False,True,False,False,False,False,False,True,False,False,False,False,709,2
80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,66,1380,False,False,True,False,False,False,False,False,True,False,False,False,False,710,0
75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,45,1027,False,False,False,True,False,False,False,True,False,False,False,False,False,711,0
56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,56,411,False,False,False,True,False,False,False,False,True,False,False,False,False,712,2
89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,30,836,False,False,True,False,False,False,False,False,False,False,True,False,False,713,0
35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,72,11,False,False,False,False,True,False,False,True,False,False,False,False,False,714,2
53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,68,480,False,False,False,False,True,False,False,False,False,False,True,False,False,715,1
66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,43,606,False,False,True,False,False,False,False,False,True,False,False,False,False,716,1
45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,73,284,False,False,False,False,True,False,False,True,False,False,False,False,False,717,1
89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,48,1472,False,False,True,False,False,False,False,True,False,False,False,False,False,718,1
72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,72,1677,False,False,True,False,False,False,False,False,True,False,False,False,False,719,0
67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,48,1335,False,False,True,False,False,False,False,False,True,False,False,False,False,720,0
70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,69,334,False,False,False,True,False,False,False,False,False,False,True,False,False,721,1
17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,32,18,False,True,False,False,False,False,False,False,True,False,False,False,False,722,2
62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,52,1338,False,False,True,False,False,False,False,False,False,False,True,False,False,723,0
64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,68,1099,False,False,False,False,True,False,False,False,False,True,False,False,False,724,1
34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,65,97,False,False,False,True,False,False,False,False,False,False,True,False,False,725,2
48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,71,63,False,False,False,False,True,False,False,False,False,True,False,False,False,726,2
38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0,43,109,True,False,False,False,False,False,False,False,False,False,True,False,False,727,2
82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,57,902,False,False,True,False,False,False,False,False,True,False,False,False,False,728,0
83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,69,1574,False,False,True,False,False,False,False,False,False,False,True,False,False,729,0
17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,46,38,True,False,False,False,False,False,False,False,True,False,False,False,False,730,2
71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,26,960,False,False,True,False,False,False,False,False,False,True,False,False,False,731,0
33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0,51,28,False,False,True,False,False,False,False,False,False,True,False,False,False,732,2
63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1,67,1215,True,False,False,False,False,False,False,False,True,False,False,False,False,733,0
83443.0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0,49,1497,False,False,False,False,True,False,False,False,False,False,True,False,False,734,0
51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0,63,449,False,False,False,False,True,False,False,False,False,False,True,False,False,735,1
58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,46,1064,False,False,True,False,False,False,False,False,False,False,False,True,False,736,0
80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,3,11,1,52,1757,False,False,True,False,False,False,False,False,True,False,False,False,False,737,0
75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,42,1440,False,False,True,False,False,False,False,False,False,False,True,False,False,738,0
63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0,43,1006,True,False,False,False,False,False,False,False,False,False,True,False,False,739,0
62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1,49,1226,False,False,False,False,True,False,False,False,False,False,True,False,False,740,1
58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,0,57,1171,False,False,True,False,False,False,False,False,True,False,False,False,False,741,1
40662.0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,3,11,0,42,92,False,False,False,True,False,False,False,False,True,False,False,False,False,742,2
38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,0,62,99,False,False,False,False,True,False,False,False,True,False,False,False,False,743,2
35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,0,40,66,True,False,False,False,False,False,False,False,True,False,False,False,False,744,2
79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,54,564,False,False,True,False,False,False,False,False,False,True,False,False,False,745,1
78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,3,11,0,33,1427,False,False,False,True,False,False,False,False,True,False,False,False,False,746,0
31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,3,11,1,43,86,False,False,False,False,True,False,False,False,False,True,False,False,False,747,2
75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0,69,833,False,False,True,False,False,False,False,False,False,True,False,False,False,748,0
48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,3,11,0,66,242,False,False,True,False,False,False,False,False,True,False,False,False,False,749,2
74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,3,11,0,44,1869,False,False,True,False,False,False,False,False,True,False,False,False,False,750,0
67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,3,11,0,34,1364,False,False,True,False,False,False,False,False,False,False,True,False,False,751,0
46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,56,183,True,False,False,False,False,False,False,False,True,False,False,False,False,752,2
62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,3,11,0,65,450,False,False,False,True,False,False,False,False,True,False,False,False,False,753,1
72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,3,11,0,42,758,False,False,True,False,False,False,False,False,True,False,False,False,False,754,1
78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,3,11,0,70,1507,False,False,False,False,True,False,False,False,True,False,False,False,False,755,0
42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,3,11,1,56,654,False,False,True,False,False,False,False,False,False,True,False,False,False,756,1
33622.0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,49,81,False,False,True,False,False,False,False,False,True,False,False,False,False,757,2
6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,3,11,0,64,137,False,False,False,False,True,False,False,False,False,False,True,False,False,758,2
41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,68,16,False,False,True,False,False,False,False,False,False,False,True,False,False,759,2
40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,3,11,0,56,93,False,False,False,False,True,False,False,False,False,True,False,False,False,760,2
74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,3,11,0,63,1158,False,False,False,False,True,False,False,False,False,False,True,False,False,761,1
51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,0,66,43,False,False,False,True,False,False,False,False,False,True,False,False,False,762,2
72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,3,11,0,50,1525,False,False,True,False,False,False,False,False,False,True,False,False,False,763,0
71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,3,11,0,47,1230,False,False,False,False,True,False,False,False,False,True,False,False,False,764,0
36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,3,11,0,45,29,False,False,True,False,False,False,False,False,False,False,True,False,False,765,2
20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,3,11,0,51,25,False,False,True,False,False,False,False,False,False,True,False,False,False,766,2
30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,49,24,False,False,True,False,False,False,False,False,True,False,False,False,False,767,2
31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,49,38,False,False,True,False,False,False,False,False,False,False,True,False,False,768,2
20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,35,57,False,True,False,False,False,False,False,False,True,False,False,False,False,769,2
17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,3,11,0,61,47,False,False,False,True,False,False,False,False,False,False,True,False,False,770,2
42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,3,11,1,53,813,False,False,False,False,True,False,False,True,False,False,False,False,False,771,1
43783.0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,3,11,0,43,629,False,False,False,True,False,False,False,False,True,False,False,False,False,772,1
40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,3,11,0,45,377,False,False,True,False,False,False,False,True,False,False,False,False,False,773,2
62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,3,11,0,76,1612,False,False,False,True,False,False,False,False,False,False,True,False,False,774,0
82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,3,11,1,64,729,False,False,False,False,True,False,False,False,True,False,False,False,False,775,0
16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,3,11,0,71,50,False,False,True,False,False,False,False,False,False,True,False,False,False,776,2
51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,3,11,0,43,270,False,False,True,False,False,False,False,False,True,False,False,False,False,777,2
46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,3,11,0,60,177,False,False,True,False,False,False,False,False,False,True,False,False,False,778,2
